시점,행정구역(시),행정구역(시군구)별,총인구수,남자인구수,여자인구수,영아기,아동기,청소년기,청년기,중년기,노년기
2023,경상남도,고성군,49850.5,25102.5,24748.0,602.0,1251.0,3982.5,6481.5,14591.0,30767.0
2023,경상남도,김해시,532950.5,269314.0,263636.5,15440.0,25576.0,59720.5,125080.0,193742.5,134863.0
2023,경상남도,남해군,41075.0,19973.0,21102.0,513.5,866.5,2642.0,4892.0,10711.0,30486.5
2023,경상남도,마산합포구,178475.0,88684.5,89790.5,4615.5,7300.0,14568.5,37307.5,55246.0,72668.0
2023,경상남도,마산회원구,180875.0,90198.0,90677.0,3782.0,6637.5,17134.5,37520.5,60322.0,65401.0
2023,경상남도,밀양시,102054.0,50274.5,51779.5,1771.0,2885.5,7318.0,15740.5,29648.5,57315.5
2023,경상남도,사천시,108870.5,55000.0,53870.5,2456.0,4266.0,10125.0,20233.0,35331.0,47152.5
2023,경상남도,산청군,33801.5,16764.5,17037.0,421.5,609.5,1916.0,3813.0,9072.0,24756.5
2023,경상남도,성산구,246160.5,125507.0,120653.5,6640.0,10053.0,24698.0,67310.5,87541.5,56523.5
2023,경상남도,양산시,353588.0,176858.0,176730.0,11307.5,18164.5,35554.0,80454.0,122093.5,103095.0
2023,경상남도,의령군,25714.0,12744.5,12969.5,371.5,509.5,1380.0,3067.5,6811.5,19089.0
2023,경상남도,의창구,213826.0,108659.0,105167.0,5984.5,9220.5,19304.5,51771.0,72958.5,63887.5
2023,경상남도,진주시,341728.5,168730.0,172998.5,9440.0,14805.5,34114.5,80881.0,108404.5,117257.5
2023,경상남도,진해구,191966.5,98630.5,93336.0,5923.5,9725.0,21558.0,42878.0,65866.5,56043.5
2023,경상남도,창녕군,57602.5,28787.0,28815.5,915.0,1474.5,3800.5,7758.0,16311.0,36220.0
2023,경상남도,통영시,121285.5,60845.0,60440.5,2277.5,4773.5,12513.0,20102.0,41301.0,49085.0
2023,경상남도,통합창원시,1011303.0,511679.0,499624.0,26945.5,42936.0,97263.5,236787.5,341934.5,314523.5
2023,경상남도,하동군,41885.5,20976.0,20909.5,577.5,827.5,2471.0,4894.0,11612.0,29634.0
2023,경상남도,함안군,60652.0,31001.0,29651.0,1013.5,1969.5,5607.5,8978.5,19079.0,31457.0
2023,경상남도,함양군,37201.5,18030.5,19171.0,521.5,930.5,2717.0,4704.5,10265.0,25112.5
2023,경상남도,합천군,41385.5,20184.0,21201.5,518.5,724.0,2178.0,4536.0,10465.5,32352.0
2023,제주특별자치도,제주특별자치도,673099.0,336907.5,336191.5,20624.5,32454.5,70610.0,154191.0,226001.0,215575.5
2023,제주특별자치도,서귀포시,183240.5,92241.5,90999.0,4893.5,8317.0,17711.5,35945.0,61542.0,70891.5
2023,제주특별자치도,제주시,489858.5,244666.0,245192.5,15731.0,24137.5,52898.5,118246.0,164459.0,144684.0
