"시점","행정구역(시군구)별","성별",계,0 - 4세,5 - 9세,10 - 14세,15 - 19세,20 - 24세,25 - 29세,30 - 34세,35 - 39세,40 - 44세,45 - 49세,50 - 54세,55 - 59세,60 - 64세,65 - 69세,70 - 74세,75 - 79세,80세 이상,80 - 84세,85세 이상,85 - 89세,90 - 94세,95 - 99세,100세 이상
"2023","양구군","계",21185.5,683,820,823,1038.5,1154,1356,1251,1105.5,1215,1184.5,1511,1725,2152,1736.5,962,943,1525.5,897.5,628,434,155,34,5
"2023","양구군","남자",11122,345,400.5,433,506,746.5,885.5,737,595,640.5,632.5,814.5,913,1131,944,459,423,516,339,177,129,38.5,6.5,3
"2023","양구군","여자",10063.5,338,419.5,390,532.5,407.5,470.5,514,510.5,574.5,552,696.5,812,1021,792.5,503,520,1009.5,558.5,451,305,116.5,27.5,2
"2023","인제군","계",32048,1133,1204.5,1167.5,1133.5,1732.5,2220.5,2124,1793.5,2027,1903,2306.5,2588,3277.5,2716.5,1456.5,1276.5,1987.5,1138.5,849,574.5,200.5,65.5,8.5
"2023","인제군","남자",17443.5,569.5,623.5,601,584.5,1163.5,1547.5,1268,1033,1090.5,1050.5,1295,1347.5,1742.5,1491,721.5,617,697.5,441.5,256,190,41.5,20,4.5
"2023","인제군","여자",14604.5,563.5,581,566.5,549,569,673,856,760.5,936.5,852.5,1011.5,1240.5,1535,1225.5,735,659.5,1290,697,593,384.5,159,45.5,4
"2023","고성군","계",27219.5,557.5,727.5,771,821,1210.5,1343,1165,1172.5,1416,1561,2233,2432.5,3183,2712,1764.5,1662,2487.5,1439.5,1048,719.5,240.5,76,12
"2023","고성군","남자",14000.5,284.5,362,408.5,438,749.5,867,675,634.5,771.5,865,1255,1305.5,1634,1387.5,845,689.5,828.5,541,287.5,211,56,16,4.5
"2023","고성군","여자",13219,273,365.5,362.5,383,461,476,490,538,644.5,696,978,1127,1549,1324.5,919.5,972.5,1659,898.5,760.5,508.5,184.5,60,7.5
"2023","양양군","계",27705.5,452,667,831,892.5,1070,1072.5,989.5,1113.5,1606,1761,2291.5,2547.5,3219,2889.5,1954.5,1785.5,2563,1463.5,1099.5,744.5,255,89.5,10.5
"2023","양양군","남자",14163,224,332,444.5,492,622,656,548.5,626.5,861.5,974,1246.5,1332,1685,1450,942.5,812.5,913.5,598,315.5,248.5,53,13.5,0.5
"2023","양양군","여자",13542.5,228,335,386.5,400.5,448,416.5,441,487,744.5,787,1045,1215.5,1534,1439.5,1012,973,1649.5,865.5,784,496,202,76,10
"2023","충청북도","계",1589702,42975.5,63368.5,72892,72168.5,85105,99538.5,94101,92859.5,115082.5,117203,136545,132542,141211,112769,72032,53944.5,85364.5,47518,37846.5,26922.5,8875,1789,260
"2023","충청북도","남자",807811,22102,32316.5,37487.5,37616.5,46390.5,56120.5,52632,49151,59751.5,60402.5,70335.5,67972.5,71895.5,56365,34768,23913.5,28590.5,17962,10628.5,8281.5,1967,336.5,43.5
"2023","충청북도","여자",781891,20873.5,31052,35404.5,34552,38714.5,43418,41469,43708.5,55331,56800.5,66209.5,64569.5,69315.5,56404,37264,30031,56774,29556,27218,18641,6908,1452.5,216.5
"2023","청주시","계",848450,26718.5,38489,43031.5,41622.5,50326,63132.5,59780.5,57201.5,67998,66565,73213,65725.5,64089,48276.5,29469,21438.5,31373.5,17491.5,13882,9867.5,3259.5,668.5,86.5
"2023","청주시","남자",428288,13659,19626,22050,21582,26878.5,34937.5,32975.5,29930.5,34878.5,33394.5,36570.5,32721.5,31894.5,23445.5,13932.5,9414.5,10397,6560,3837,3002.5,700.5,122.5,11.5
"2023","청주시","여자",420162,13059.5,18863,20981.5,20040.5,23447.5,28195,26805,27271,33119.5,33170.5,36642.5,33004,32194.5,24831,15536.5,12024,20976.5,10931.5,10045,6865,2559,546,75
"2023","상당구","계",197999.5,6186,9092,10150.5,9774.5,11006.5,12542.5,12030.5,12348,15286.5,15349.5,17608,16355.5,16029,12352,7692,5665,8531.5,4754.5,3777,2716.5,845,192,23.5
"2023","상당구","남자",98325,3131.5,4570.5,5246,5029.5,5964.5,6711.5,6303,6291,7689,7558,8693.5,8095,8028.5,6075,3653,2457.5,2828,1790,1038,822.5,173.5,38,4
"2023","상당구","여자",99674.5,3054.5,4521.5,4904.5,4745,5042,5831,5727.5,6057,7597.5,7791.5,8914.5,8260.5,8000.5,6277,4039,3207.5,5703.5,2964.5,2739,1894,671.5,154,19.5
"2023","서원구","계",188167,4442,6711,8813,9653,12888.5,13926.5,11330,10188.5,13104.5,14585,17429,15911,15825.5,12266.5,7639,5553,7901,4424.5,3476.5,2482.5,812,163.5,18.5
