시점,행정구역(시군구)별,성별,계,0 - 4세,5 - 9세,10 - 14세,15 - 19세,20 - 24세,25 - 29세,30 - 34세,35 - 39세,40 - 44세,45 - 49세,50 - 54세,55 - 59세,60 - 64세,65 - 69세,70 - 74세,75 - 79세,80세 이상,80 - 84세,85세 이상,85 - 89세,90 - 94세,95 - 99세,100세 이상
2023,화성시,계,925102.5,39580.5,56321.5,59351,48536,47178.5,63008,73877,78679,97487,82770,75305.5,57998,51962.5,35695.5,21988,15243,20121.5,11215.5,8906,6222.5,2164,446.5,73
2023,화성시,남자,480515.5,20267,28769,30248.5,24633.5,24704.5,35085,39688.5,40836.5,50919.5,44070.5,40383,30970.5,27264.5,17923,10626,7066.5,7059.5,4447.5,2612,2053,480,65.5,13.5
2023,화성시,여자,444587,19313.5,27552.5,29102.5,23902.5,22474,27923,34188.5,37842.5,46567.5,38699.5,34922.5,27027.5,24698,17772.5,11362,8176.5,13062,6768,6294,4169.5,1684,381,59.5
2023,광주시,계,389863.5,12741.5,18015,18080,16824.5,19078.5,23339.5,25165,28000.5,36197.5,32138,35316,31649.5,31821,24221,14925.5,10280,12070.5,7133.5,4937,3468.5,1158,258.5,52
2023,광주시,남자,198783.5,6484,9235.5,9266,8580.5,10088,12480,13198.5,14527,19051.5,16891,18276,16003,15855,12087,7290.5,4953.5,4516.5,2997,1519.5,1207.5,261.5,40.5,10
2023,광주시,여자,191080,6257.5,8779.5,8814,8244,8990.5,10859.5,11966.5,13473.5,17146,15247,17040,15646.5,15966,12134,7635,5326.5,7554,4136.5,3417.5,2261,896.5,218,42
2023,양주시,계,254565.5,8425.5,12020,13310,12604,13907.5,14719.5,15338.5,16032,21081.5,20837,23075,19945,19426,15522,9860.5,8069,10392.5,5944.5,4448,3112,1052,237.5,46.5
2023,양주시,남자,128623,4272,6119,6680,6439.5,7399,7904.5,8013.5,8260.5,10773.5,10637,11939.5,10406,9913,7703,4632,3757,3774,2394.5,1379.5,1075.5,248,45.5,10.5
2023,양주시,여자,125942.5,4153.5,5901,6630,6164.5,6508.5,6815,7325,7771.5,10308,10200,11135.5,9539,9513,7819,5228.5,4312,6618.5,3550,3068.5,2036.5,804,192,36
2023,포천시,계,144364,2909.5,4114.5,5154,5720,7794.5,8770.5,7495,6502.5,8169.5,9691,13290.5,14760,16223.5,12372,7054.5,5798,8544.5,4776.5,3768,2649.5,883,200,35.5
2023,포천시,남자,76367,1471,2166,2678,3012.5,4342.5,5121,4329.5,3595,4467,5136.5,7232,8073.5,8844.5,6740,3580,2630,2948,1816,1132,865.5,219.5,36.5,10.5
2023,포천시,여자,67997,1438.5,1948.5,2476,2707.5,3452,3649.5,3165.5,2907.5,3702.5,4554.5,6058.5,6686.5,7379,5632,3474.5,3168,5596.5,2960.5,2636,1784,663.5,163.5,25
2023,여주시,계,113439,2604.5,3789,4621,4697,5442.5,5885,5615,5565,7577,7976,9808,10286.5,11563,9702,6380.5,4766,7161,4024,3137,2148,782,178,29
2023,여주시,남자,57659,1302.5,1979.5,2434.5,2430,2905.5,3258.5,3078.5,2901.5,3868,4074.5,5149.5,5351,5966.5,4905,3231,2229,2594,1620.5,973.5,746,192,31.5,4
2023,여주시,여자,55780,1302,1809.5,2186.5,2267,2537,2626.5,2536.5,2663.5,3709,3901.5,4658.5,4935.5,5596.5,4797,3149.5,2537,4567,2403.5,2163.5,1402,590,146.5,25
2023,연천군,계,41595.5,944.5,1228,1406,1465.5,2129.5,2500.5,2242,1717,2124.5,2293.5,3027,3590,4375,4051,2521.5,2354,3626,2045,1581,1129.5,353.5,86,12
2023,연천군,남자,21823.5,467,644.5,720.5,781,1292.5,1656.5,1361,965.5,1115.5,1269.5,1656.5,1924,2301,2112.5,1229,1061.5,1265.5,767,498.5,374,103,18,3.5
2023,연천군,여자,19772,477.5,583.5,685.5,684.5,837,844,881,751.5,1009,1024,1370.5,1666,2074,1938.5,1292.5,1292.5,2360.5,1278,1082.5,755.5,250.5,68,8.5
2023,가평군,계,61961,1153.5,1678.5,2123.5,2262.5,2705.5,3092.5,2761,2635.5,3494,3962.5,5063,5739,7079,6323.5,4032.5,3205.5,4649.5,2602.5,2047,1443.5,484.5,101.5,17.5
2023,가평군,남자,31967.5,577.5,866.5,1058.5,1177.5,1550.5,1805,1557,1418.5,1840,2141.5,2721,3036.5,3626.5,3295,2017,1513,1766,1064.5,701.5,534,137.5,24,6
2023,가평군,여자,29993.5,576,812,1065,1085,1155,1287.5,1204,1217,1654,1821,2342,2702.5,3452.5,3028.5,2015.5,1692.5,2883.5,1538,1345.5,909.5,347,77.5,11.5
2023,양평군,계,123169,2533.5,4017.5,5000,4906,4779,5171,5062.5,5349.5,7710.5,8294.5,10146,10962.5,13860,12292.5,8259.5,6242,8582.5,4751,3831.5,2662,947,195.5,27
2023,양평군,남자,61844.5,1282,2083,2594,2599,2679,2827.5,2708,2699.5,3795.5,4231.5,5251,5520.5,6963.5,6146,4113.5,3086.5,3264.5,2071,1193.5,922.5,229,39.5,2.5
2023,양평군,여자,61324.5,1251.5,1934.5,2406,2307,2100,2343.5,2354.5,2650,3915,4063,4895,5442,6896.5,6146.5,4146,3155.5,5318,2680,2638,1739.5,718,156,24.5
