시점,행정구역(시),행정구역(시군구)별,총인구수,남자인구수,여자인구수,영아기,아동기,청소년기,청년기,중년기,노년기,CCTV,1인가구비율,경찰서수,강력범죄_살인계,강력범죄_강도,강력범죄_성범죄,절도범죄_전체,폭력범죄_전체,지능범죄_재산범죄,풍속범죄_전체,특별경제범죄_전체,마약범죄_전체,보건범죄_전체,환경범죄_전체,교통범죄_전체,노동범죄_전체,안보범죄_전체,선거범죄_전체,병역범죄_전체,기타범죄_전체,노년기_비율,여성_비율,청년기_비율,남성_비율,총범죄율
2023,서울특별시,동대문구,336442.5,165188.5,171254.0,8041.0,10418.5,22606.5,105100.5,99437.0,112005.0,3846.0,44.5,1.0,0.0148613804736321,0.0118891043789057,0.439896862019513,3.798568849060389,0.9422115220282812,8.896022351516233,0.4725918990615038,1.3939974884267,0.3031721616620967,0.2793939529042852,0.0029722760947264,4.393024068005677,0.0029722760947264,0.0,0.0,0.1575306330205012,4.321689441732243,33.29097839898348,50.90141703262816,31.23877036937961,49.09858296737184,25.430794266479413
2023,서울특별시,동작구,377040.5,182290.5,194750.0,8738.5,11951.5,26268.5,123380.5,111221.5,117430.0,3664.0,42.8,1.0,0.0079567049163153,0.0079567049163153,0.5198380545326032,3.1588118517771964,0.7293646173289077,6.134619490479139,0.448227710285765,0.647145333193649,0.1697430382147275,0.156481863354202,0.0,4.039353862516096,0.0106089398884204,0.0026522349721051,0.0026522349721051,0.1087416338563098,4.487581572801861,31.14519527743041,51.65227608174718,32.72340769758156,48.34772391825282,20.63173584800571
2023,서울특별시,마포구,360946.0,168977.5,191968.5,9011.0,12146.5,26866.5,122223.5,111696.0,99298.0,3809.0,43.1,1.0,0.0083114925778371,0.0110819901037828,1.257805876779352,4.097565840873704,0.9114936860361385,8.178508696591733,0.8727067206728985,1.468363688751226,0.7563458245831786,0.7258703517977758,0.0027704975259457,4.335828628105035,0.0027704975259457,0.0027704975259457,0.0,0.1496068664010683,6.5937841117507885,27.510486333135702,53.18482543095089,33.861990436242536,46.81517456904911,29.37558526760235
2023,서울특별시,서대문구,303674.0,144360.5,159313.5,7576.0,10369.0,22272.5,92767.5,92321.5,98965.0,4218.0,40.7,1.0,0.0164650249939079,0.0,0.5104157748111462,3.91867594855009,0.7936142047063628,6.651870097538809,0.4083326198489169,0.9780224846381318,0.1712362599366426,0.111962169958574,0.0098790149963447,2.2787594591568587,0.0098790149963447,0.039516059985379,0.0032930049987815,0.0790321199707581,3.671700573641471,32.589223970441985,52.46201518733905,30.548384122447096,47.537984812660945,19.652653832728518
2023,서울특별시,서초구,401612.5,191581.5,210031.0,10643.0,17755.5,44512.0,106016.5,134875.0,106324.0,6036.0,31.0,2.0,0.0174297363752373,0.0224096610538765,1.0059447850851255,4.833016900619379,1.04329422017492,12.830775934513987,0.6025708861153475,1.7031342400946186,0.6274705095085438,0.6399203212051418,0.0099598493572784,5.21149117619596,0.0174297363752373,0.0099598493572784,0.0074698870179588,0.2240966105387656,8.311494288648884,26.474275576581903,52.29692800896386,26.397709234647827,47.70307199103613,37.11786859223754
2023,서울특별시,성동구,276960.5,134427.0,142533.5,8245.0,9310.0,18110.0,86854.0,85194.0,84945.5,4638.0,39.1,1.0,0.0072212463510139,0.0072212463510139,0.4332747810608372,3.217065249376716,0.7618414900319721,8.65827437486573,0.5488147226770604,1.1553994161622323,0.3430092016731628,0.1047080720897023,0.0036106231755069,3.375932669099023,0.0108318695265209,0.0036106231755069,0.0072212463510139,0.1408143038447721,4.632429534175451,30.670619095502786,51.46347583861236,31.359706528548294,48.53652416138763,23.411280669987235
2023,서울특별시,성북구,425100.5,204088.0,221012.5,10212.0,14757.5,35488.5,121475.0,133911.0,135866.0,4906.0,37.5,2.0,0.0023523849066279,0.0023523849066279,0.3222767322080307,2.3100419783086585,0.6304391549762939,6.203238998777936,0.4540102869791966,0.8092204078800189,0.183486022716981,0.1152668604247701,0.0,2.105384491432026,0.0023523849066279,0.0047047698132559,0.0,0.0988001660783744,3.314510333438798,31.96091277239147,51.99064691761125,28.575595653263168,48.00935308238875,16.558437357754222
2023,서울특별시,송파구,651916.5,313478.5,338438.0,18225.5,26461.5,57776.0,190295.5,206366.0,180369.5,4665.0,32.8,1.0,0.0122715102317551,0.0138054490107245,0.4663173888066953,3.710597906326961,0.7577657568108799,7.643616935604483,0.4310367968903993,1.0492141248150644,0.2454302046351028,0.3067877557938785,0.0046018163369081,3.363927742279878,0.0061357551158775,0.0460181633690817,0.0030678775579387,0.1242490410965208,4.727599316783667,27.667577059331983,51.91431724768433,29.190164691337007,48.08568275231567,22.912443541465816
2023,서울특별시,양천구,435876.0,212890.0,222986.0,9357.0,16844.0,48156.0,106847.5,147166.5,127947.0,4854.0,27.8,1.0,0.01147115234608,0.004588460938432,0.2546595820829777,3.237159192063798,0.8328056603254137,4.794941680661472,0.3372518789747543,0.8603364259560059,0.1147115234608007,0.1009461406455047,0.006882691407648,1.968449742587341,0.0,0.0321192265690242,0.002294230469216,0.153713441437473,3.962136020336059,29.353990584478158,51.15812754086024,24.513279005955823,48.84187245913976,16.674467050262002
2023,서울특별시,영등포구,372244.5,182572.0,189672.5,10724.5,12123.0,23185.0,127080.0,108663.5,111365.0,5133.0,44.5,1.0,0.0322368765690292,0.0241776574267719,0.8274131652717501,4.985970242676521,1.276043030857407,11.025011786607996,0.6339919058575748,1.7595961793928452,0.4056473634936178,0.3035639210250252,0.0107456255230097,4.36809677510346,0.0053728127615048,0.0080592191422573,0.0322368765690292,0.1799892275104131,6.219030771441888,29.9171646592495,50.95374142532664,34.13885228660195,49.04625857467337,32.09718343723009
2023,서울특별시,용산구,212437.0,102065.5,110371.5,5281.0,6217.0,13793.0,68086.0,65243.0,68325.5,3609.0,43.2,1.0,0.0141218337671874,0.0141218337671874,1.1485758130645791,4.570766862646337,1.953520337794264,10.14889120068538,0.6448970753682268,2.0288367845525968,0.9414555844791632,0.4801423480843732,0.0047072779223958,5.065031044497898,0.0188291116895832,0.0141218337671874,0.0,0.1412183376718745,8.553123984993197,32.16271176866554,51.95493252117098,32.04997246242415,48.04506747882902,35.74236126475143
2023,서울특별시,은평구,463624.0,220645.0,242979.0,10477.0,14529.0,35927.5,128028.0,146920.5,157297.5,5683.0,34.7,2.0,0.015098441840802,0.0064707607889151,0.321381119182786,3.47695546391041,0.9166911117629803,6.354287094714683,0.3925594878608527,0.97924179938916,0.1272582955153313,0.1358859765672182,0.0,2.1633910237606333,0.0,0.0,0.0,0.1229444549893879,3.3540110089210224,33.92781650647939,52.40863285766052,27.614618742774315,47.59136714233948,18.36617603920418
2023,서울특별시,종로구,138501.0,66846.0,71655.0,2427.0,3724.0,9855.0,40898.0,42817.5,49327.5,2339.0,45.5,2.0,0.0216604934260402,0.0361008223767337,1.725619309607873,8.469252929581737,2.3970946058151203,20.779633360047946,1.0252633554992383,3.776146020606349,0.7220164475346749,0.859199572566263,0.0072201644753467,4.743648060302814,0.0288806579013869,0.0794218092288142,0.0144403289506934,0.1588436184576284,11.913271384322137,35.615266315766675,51.73608854809713,29.52902867127313,48.26391145190287,56.757712940700806
2023,서울특별시,중구,119207.0,57719.0,61488.0,2738.0,3051.5,6189.5,37706.0,35250.5,43176.5,3118.0,47.7,2.0,0.0251663073477228,0.0503326146954457,1.8119741290360465,12.77609536352731,2.39918796714958,24.48681704933435,1.0821512159520834,6.098635147264842,0.6123801454612565,0.9059870645180232,0.0,5.46947746357177,0.0251663073477228,0.0335550764636304,0.0251663073477228,0.1509978440863372,13.522695814843088,36.21976897329855,51.580863539892796,31.63069282844128,48.41913646010721,69.47578581794693
2023,서울특별시,중랑구,381591.5,187197.5,194394.0,8812.0,10905.0,24356.0,108555.0,118085.0,133220.0,5392.0,38.9,1.0,0.0157236206781335,0.0052412068927111,0.4376407755413839,3.6688448248978296,1.1216182750401935,6.509578960747291,0.4140553445241836,1.0665856026667262,0.2253718963865809,0.1467537929959131,0.0026206034463555,3.0634854287896878,0.0026206034463555,0.0026206034463555,0.0078618103390667,0.1493743964422687,4.49433491049984,34.911679112349205,50.9429586350849,28.447960711913133,49.0570413649151,21.334332656780877
2023,부산광역시,강서구,142464.0,73815.5,68648.5,6999.5,10918.5,14505.0,35619.0,45351.5,34156.0,2254.0,30.6,1.0,0.0140386343216531,0.0,0.3860624438454627,3.3411949685534594,0.849337376460018,12.024090296495958,0.5053908355795148,1.417902066486972,0.2737533692722372,0.3299079065588499,0.4702942497753818,6.773641060197664,0.0631738544474393,0.0070193171608265,0.0070193171608265,0.1193283917340521,6.198057053009883,23.975179694519316,48.186559411500454,25.00210579514825,51.813440588499546,32.78021114106019
2023,부산광역시,금정구,217581.0,106156.0,111425.0,3777.5,6563.5,16309.0,51487.0,65285.5,90467.0,1217.0,40.0,1.0,0.0183839581581112,0.0,0.358487184083169,4.044470794784472,0.8226821275754777,12.197756237906802,1.8613757635087624,1.631576286532372,0.2573754142135572,0.4320230167156139,0.0275759372371668,2.881685441283936,0.0045959895395278,0.0,0.0,0.0873238012510283,4.012298868007777,41.57853856724622,51.210813444188595,23.663371342166826,48.7891865558114,28.637610820797768
2023,부산광역시,기장군,178233.0,88234.0,89999.0,6177.5,10195.0,18876.0,39020.0,59590.5,54382.0,1729.0,30.9,1.0,0.0168318998165322,0.0056106332721774,0.3085848299697587,3.7086285929092817,0.729382325383066,9.678342394506068,0.4095762288689524,1.1782329871572603,0.3815230625080653,0.443240028502017,0.2019827977983875,5.313269708752027,0.0168318998165322,0.0056106332721774,0.0056106332721774,0.0841594990826614,5.1505613438588815,30.5117458607553,50.49513838626966,21.892691028036335,49.50486161373034,27.637979498746024
2023,부산광역시,남구,254104.5,123901.0,130203.5,5143.5,9401.0,22192.0,59030.5,79194.5,96509.5,1959.0,36.0,1.0,0.0039353887868967,0.0039353887868967,0.42108660019795,2.691805930237363,0.8815270882648675,10.920703883638424,0.4801174320014009,1.204228968790399,0.5745667628869224,0.4014096562634664,0.0196769439344836,2.805932205057368,0.0118061663606901,0.0039353887868967,0.0039353887868967,0.1023201084593149,9.995887518717693,37.98024041290099,51.24013939147083,23.23079677849074,48.75986060852917,30.52681081995793
2023,부산광역시,동구,86574.0,42175.0,44399.0,1779.0,2104.5,4654.5,20147.0,25098.0,41265.5,944.0,43.6,1.0,0.0462032480883406,0.0462032480883406,0.6121930371705131,6.41070067225726,1.8481299235336244,12.89070621664703,0.5775406011042576,2.090696975997413,0.8894125257005567,0.3927276087508952,0.0577540601104257,5.174763785894148,0.0231016240441703,0.0,0.0,0.0924064961766812,14.865895072423593,47.665003349735485,51.284450296855866,23.27142098089496,48.71554970314413,46.01843509598725
2023,부산광역시,동래구,271042.5,131098.5,139944.0,7079.0,11655.5,25481.0,61130.5,86919.5,94604.0,1491.0,31.2,1.0,0.0036894582952857,0.0,0.3873931210050084,4.906979532730107,1.0367377809753082,7.235027717055443,0.4427349954342953,0.7489600339430162,0.7194443675807299,0.2435042474888624,0.0,2.744956971692631,0.0073789165905715,0.0147578331811431,0.0184472914764289,0.1180626654491454,3.715284503352796,34.90375125672173,51.631755167547524,22.553843031996827,48.368244832452476,22.343359436250772
2023,부산광역시,부산진구,355831.5,170775.5,185056.0,8391.0,11147.0,23986.0,98806.0,104994.0,132087.5,2056.0,41.6,1.0,0.0140515946452183,0.0168619135742619,0.9639393926619764,7.284346664081173,1.582209557051582,13.823958811965776,0.7925099379903129,1.6552778492067173,0.7082003701190029,0.7278726026223086,0.0309135082194802,4.139599782481315,0.0281031892904366,0.0028103189290436,0.0056206378580873,0.3625311418466324,7.582240470559801,37.12080015400548,52.0066379733104,27.76763721030881,47.9933620266896,39.72104774310313
2023,부산광역시,북구,275384.0,135418.5,139965.5,6775.0,9802.5,21590.5,64222.5,87092.0,101557.5,1447.0,31.6,1.0,0.0217877581849344,0.0,0.3377102518664846,3.6712372541614617,0.75167765738024,6.5508526276036365,0.2832408564041483,0.96229265316794,0.2614530982192138,0.2215088748801673,0.0108938790924672,1.9209540133050576,0.0108938790924672,0.0,0.0,0.0871510327397379,3.264532434709351,36.878504197774745,50.82557447055748,23.321071667199256,49.17442552944252,18.356186270807306
2023,부산광역시,사상구,202530.5,101707.5,100823.0,3904.5,5910.5,13940.5,49092.0,63276.0,77098.0,1286.0,38.7,1.0,0.029625167567354,0.014812583783677,0.3555020108082486,4.695589059425617,1.0467559207131767,12.63019643954861,0.5431280720681577,1.3627577080982864,0.4345024576545261,0.3308143711687869,0.0641878630626004,4.167273571141137,0.014812583783677,0.0,0.0098750558557846,0.187626061259909,4.863465008973957,38.06735281846438,49.78163782738896,24.239312103609088,50.218362172611045,30.75092393491351
2023,부산광역시,사하구,298845.0,148270.5,150574.5,6269.0,9952.0,23873.0,68051.0,94131.0,114795.0,1461.0,35.2,1.0,0.0066924325319145,0.0,0.3379678428616841,3.145443289999833,0.9302481219361208,8.24507687931871,0.4249694657765731,1.007211096053138,0.361391356723385,0.3747762217872141,0.137194866904248,2.774013284478576,0.0066924325319145,0.0033462162659572,0.0066924325319145,0.137194866904248,18.06956783616925,38.412889625056465,50.385484113838274,22.77133631146581,49.614515886161726,35.96847864277468
2023,부산광역시,서구,104126.0,50155.0,53971.0,1961.0,3080.5,7064.0,22738.5,30435.5,48678.5,1117.0,42.3,1.0,0.0288112479111845,0.0192074986074563,0.2785087298081171,6.857077002861917,1.2292799108772066,9.42127806695734,0.384149972149127,1.4501661448629544,0.5282062117050497,0.384149972149127,0.0672262451260972,3.726254729846532,0.0096037493037281,0.0,0.0,0.1248487409484662,5.349288362176594,46.7496110481532,51.83239536715134,21.83748535428231,48.167604632848665,29.8580565852909
2023,부산광역시,수영구,173561.0,81488.5,92072.5,3928.0,5290.0,11413.0,46057.5,50747.5,68778.0,1409.0,41.1,1.875,0.0172849891392651,0.0057616630464217,0.593451293781437,3.843029251963287,1.2445192180270912,6.798762394777629,0.7778245112669321,0.9967677070309574,0.4033164132495203,1.6939289356479854,0.0115233260928434,3.866075904148974,0.0,0.0,0.0,0.1440415761605429,4.678470393694436,39.6275661006793,53.04907208416637,26.536779576056833,46.950927915833624,25.07475757802732
2023,부산광역시,연제구,203888.5,97572.5,106316.0,5151.5,7583.0,16127.0,48733.0,63571.5,75771.5,1614.0,34.7,1.0,0.0098092830149812,0.0098092830149812,0.4021806036142303,4.56131660196627,1.132972188230332,12.776591127013049,1.5057249427996184,2.0354262256086044,0.5493198488389487,0.2010903018071151,0.0147139245224718,2.8103595837921214,0.0294278490449436,0.024523207537453,0.0049046415074906,0.1079021131647935,6.003281205168512,37.1632043984825,52.1441866510372,23.901789458454008,47.85581334896279,32.17935293064591
2023,부산광역시,영도구,106811.5,52488.0,54323.5,1722.0,2706.0,6765.5,19879.0,31365.5,54901.5,636.0,40.1,1.0,0.0468114388431957,0.0093622877686391,0.3744915107455658,4.381550675723119,1.0017647912443883,7.798785711276407,0.3183177841337309,1.0204893667816668,0.4119406618201224,0.7021715826479359,0.2434194819846177,3.314249870098257,0.0187245755372782,0.0,0.0093622877686391,0.0936228776863914,6.057400186309527,51.400364192994196,50.85922395996686,18.611291855277756,49.14077604003314,25.80246509036948
2023,부산광역시,중구,38853.0,18807.0,20046.0,342.5,603.0,1716.5,9830.0,10883.0,19284.0,610.0,54.8,1.0,0.0514760764934496,0.0514760764934496,1.0552595681157182,16.88415308985149,3.0885645896069804,23.88489949296065,0.7206650709082953,4.118086119475973,1.0809976063624431,1.0552595681157182,0.1286901912336241,8.467814583172471,0.0257380382467248,0.0,0.1029521529868993,0.1544282294803489,16.060535865956297,49.633232954984166,51.59447146938461,25.30049159653051,48.40552853061539,76.93099631946055
2023,부산광역시,해운대구,381496.0,182830.0,198666.0,8905.0,15084.5,35833.0,83702.0,127289.0,134633.5,2424.0,31.5,1.0,0.0078637783882399,0.0104850378509866,0.3695975842472791,4.021012015853378,0.9069557741103444,9.502065552456646,0.424644032964959,1.1245203095183174,0.432507811353199,0.5347369304003187,0.0262125946274666,2.9436743766645,0.0078637783882399,0.0,0.0,0.1127141568981063,6.437813240505798,35.290933587770255,52.07551324260281,21.940465955082097,47.9244867573972,26.86266697422778
2023,대구광역시,군위군,23109.5,11898.0,11211.5,286.5,282.5,880.5,2472.0,5887.0,18067.5,804.0,35.4,2.2222222222222223,0.0,0.0,0.1298167420324974,0.6923559575066531,0.3029057314091607,1.6443453990783012,0.0,0.2163612367208291,0.475994720785824,0.0,0.2163612367208291,3.158874056124105,0.0432722473441658,0.0,0.0,0.0432722473441658,1.2981674203249745,78.1821328890716,48.51468010991151,10.696899543477791,51.48531989008849,8.221726995391505
2023,대구광역시,남구,139440.0,66646.5,72793.5,2447.5,3367.5,8594.0,34891.0,41413.5,62048.5,4173.5,47.3,1.0,0.0286861732644865,0.0358577165806081,0.4302925989672977,4.704532415375788,1.2048192771084338,8.060814687320711,0.4374641422834194,1.5705679862306368,0.3155479059093517,0.1792885829030407,0.0071715433161216,4.539586919104992,0.057372346528973,0.0,0.0,0.193631669535284,4.453528399311532,44.49835054503729,52.204173838209975,25.022231784279974,47.79582616179002,26.219162363740672
2023,대구광역시,달서구,530809.5,260471.0,270338.5,12117.0,20942.5,51162.5,129296.5,178874.5,165916.5,4173.5,33.6,2.0,0.0094195751959978,0.0094195751959978,0.3862025830359102,3.888400640907896,0.9136987940117876,8.268503107046879,0.4615591846038927,0.8986274736981912,0.3033103213111295,0.0810083466855811,0.0056517451175986,4.587333120450934,0.0113034902351973,0.0018839150391995,0.0113034902351973,0.1299901377047697,3.7376874377719314,31.257258960135413,50.929476582465085,24.35836208658662,49.070523417534915,23.705302938248092
2023,대구광역시,달성군,262179.0,132883.0,129296.0,10919.5,15042.5,25769.5,64141.0,86918.5,71303.0,1987.0,29.0,1.0,0.0,0.003814188016584,0.2097803409121249,2.727144431857624,0.7590234153002339,4.893603225277387,0.2593647851277181,0.7018105950514725,0.2059661528955408,0.0610270082653454,0.0152567520663363,4.577025619900907,0.0114425640497522,0.0,0.0190709400829204,0.0915405123980181,3.337414514511078,27.196304814649537,49.31592537922565,24.46458335717201,50.68407462077435,17.873285045713043
2023,대구광역시,동구,339814.5,166524.5,173290.0,9268.0,13011.0,26225.5,80847.5,105878.5,129105.5,4173.5,35.5,1.0,0.0117711280713448,0.0088283460535086,0.4443600846932665,4.428886936843484,1.3360230360976355,8.328073110476451,0.3884472263543786,1.4066498045257043,0.2089375232663703,0.1353679728204652,0.0117711280713448,4.596625511860148,0.0058855640356724,0.0029427820178362,0.0176566921070172,0.2413081254625685,3.878586699508114,37.992934380375175,50.99546958708354,23.791656918701232,49.00453041291646,25.452121672265314
2023,대구광역시,북구,424040.0,210375.0,213665.0,10648.5,16945.5,40121.0,107105.5,142242.0,129874.5,4173.5,35.7,2.0,0.0094330723516649,0.0070748042637487,0.3277992642203565,3.862843128006792,0.9881143288369022,6.815394774077917,0.4457126686161683,1.360720686727667,0.1249882086595604,0.0825393830770681,0.0023582680879162,4.379303839260447,0.0023582680879162,0.0,0.0047165361758324,0.1650787661541363,3.7166305065559855,30.6278888784077,50.38793510046222,25.258348269031224,49.61206489953778,22.29506650316008
2023,대구광역시,서구,161046.5,79970.5,81076.0,2490.5,4016.5,9637.0,34911.0,50220.5,72503.0,4173.5,39.1,1.0,0.0062093867299196,0.0062093867299196,0.4532852312841322,5.377328908110391,1.5833936161295028,9.512780470236857,0.5402166455030069,1.9000723393554035,0.2297473090070259,0.1179783478684727,0.0062093867299196,5.756101498635488,0.0062093867299196,0.0,0.0,0.1676534417078297,4.9488812237459365,45.01991660793622,50.34322385149631,21.677590012822385,49.656776148503695,30.612276578503728
2023,대구광역시,수성구,408093.5,196776.0,211317.5,8553.5,17748.5,47780.5,88810.0,140630.5,130528.5,3146.0,28.8,1.0,0.0098016753513594,0.0122520941891992,0.2891494228651032,2.788576637461758,0.914006226514267,7.123367561600467,0.4557779038382136,0.8723491062709893,0.2180872765677473,0.0931159158379145,0.0,3.7613929160841817,0.0,0.0049008376756797,0.0122520941891992,0.0955663346757544,3.031168102407904,31.984949527497985,51.781638276522415,21.762169698855775,48.218361723477585,19.681764105529744
2023,대구광역시,중구,84029.5,40194.0,43835.5,2816.0,3407.5,5932.0,25404.5,24269.5,28334.5,4173.5,43.4,1.0,0.011900582533515,0.011900582533515,2.5348240796386983,14.70912001142456,3.0584497111133597,19.48125360736408,1.2257600009520466,4.03429747886159,0.6069297092092658,1.0353506804158064,0.0,10.591518454828364,0.0,0.0,0.011900582533515,0.2856139808043603,10.972337095900844,33.71970557958812,52.16679856478975,30.232834897268223,47.833201435210256,68.57115655811351
2023,인천광역시,강화군,69116.0,34597.5,34518.5,1332.0,1585.5,4420.0,9675.5,18474.5,44441.0,2168.0,31.5,1.0,0.0289368597719775,0.0144684298859887,0.3038370276057642,2.503038370276057,1.5191851380288213,5.179697899183981,0.3617107471497193,0.7957636437293826,0.2604317379477979,0.188089588517854,0.2314948781758203,4.543086984200475,0.0,0.0,0.0434052896579663,0.0289368597719775,8.275941894785577,64.2991492563227,49.942849701950344,13.998929336188437,50.057150298049656,24.278025348689155
2023,인천광역시,계양구,283118.0,140788.5,142329.5,6013.0,8686.5,23524.5,73882.0,96785.0,88550.0,2742.0,30.2,1.0,0.0105962884733573,0.0247246731045005,0.3991268658297953,2.5960906759725626,1.0984819050713837,8.123821162907339,0.6075205391391575,1.2044447898049575,0.1483480386270035,0.1024307885757881,0.0105962884733573,3.0199422149068584,0.0,0.0,0.0035320961577858,0.2472467310450059,4.740073043748543,31.276711477193253,50.272148008957394,26.095832832953043,49.727851991042606,22.3369761018374
2023,인천광역시,남동구,496577.5,246284.0,250293.5,11802.0,19891.5,46929.0,125004.5,167981.5,149647.5,3156.0,33.3,2.0,0.026179196600732,0.026179196600732,0.4591428326897614,2.823325664171252,0.8518307817007416,9.198966928626447,0.7370450735283013,1.2968771239131858,0.4067844394882974,0.2315852006987831,0.0100689217695123,4.4001188132768805,0.0100689217695123,0.0040275687078049,0.0020137843539024,0.2919987313158571,5.066681434418595,30.135779410061875,50.403713418348595,25.173210626740033,49.596286581651405,25.8428946136303
